"Comunidad Autónoma","Universidad","Curso","Sexo","Forma de admisión","Rama de enseñanza","Nota media"
"Valencia","Jaume I de Castellón","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2018-2019","Hombres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2016-2017","Hombres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2017-2018","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Jaume I de Castellón","2022-2023","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2021-2022","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2020-2021","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2019-2020","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2018-2019","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2017-2018","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2016-2017","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2015-2016","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2022-2023","Mujeres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2021-2022","Mujeres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2020-2021","Mujeres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2019-2020","Mujeres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2018-2019","Mujeres","FP","Ciencias de la Salud","8.23"
"Valencia","Jaume I de Castellón","2017-2018","Mujeres","FP","Ciencias de la Salud","7.69"
"Valencia","Jaume I de Castellón","2016-2017","Mujeres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2015-2016","Mujeres","FP","Ciencias de la Salud",NA
"Valencia","Jaume I de Castellón","2022-2023","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2021-2022","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2020-2021","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2019-2020","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2018-2019","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2017-2018","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2016-2017","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2015-2016","Hombres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2022-2023","Mujeres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2021-2022","Mujeres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2020-2021","Mujeres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2019-2020","Mujeres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2018-2019","Mujeres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2017-2018","Mujeres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2016-2017","Mujeres","FP","Ciencias",NA
"Valencia","Jaume I de Castellón","2015-2016","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","8.98"
"Islas Canarias","La Laguna","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","8.77"
"Islas Canarias","La Laguna","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","8.54"
"Islas Canarias","La Laguna","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","7.81"
"Islas Canarias","La Laguna","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","7.77"
"Islas Canarias","La Laguna","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","8.29"
"Islas Canarias","La Laguna","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","8.14"
"Islas Canarias","La Laguna","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","8.21"
"Islas Canarias","La Laguna","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.52"
"Islas Canarias","La Laguna","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.46"
"Islas Canarias","La Laguna","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.28"
"Islas Canarias","La Laguna","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.38"
"Islas Canarias","La Laguna","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.26"
"Islas Canarias","La Laguna","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.78"
"Islas Canarias","La Laguna","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.51"
"Islas Canarias","La Laguna","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.62"
"Islas Canarias","La Laguna","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","9.3"
"Islas Canarias","La Laguna","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","9.42"
"Islas Canarias","La Laguna","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","8.79"
"Islas Canarias","La Laguna","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","8.33"
"Islas Canarias","La Laguna","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","8.21"
"Islas Canarias","La Laguna","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","8.33"
"Islas Canarias","La Laguna","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","8.09"
"Islas Canarias","La Laguna","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","8.28"
"Islas Canarias","La Laguna","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","9.33"
"Islas Canarias","La Laguna","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","9.66"
"Islas Canarias","La Laguna","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","8.87"
"Islas Canarias","La Laguna","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","7.92"
"Islas Canarias","La Laguna","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","8.38"
"Islas Canarias","La Laguna","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","8.28"
"Islas Canarias","La Laguna","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","8.1"
"Islas Canarias","La Laguna","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","8.46"
"Islas Canarias","La Laguna","2022-2023","Hombres","PAU","Artes y Humanidades","8.52"
"Islas Canarias","La Laguna","2021-2022","Hombres","PAU","Artes y Humanidades","8.76"
"Islas Canarias","La Laguna","2020-2021","Hombres","PAU","Artes y Humanidades","8.76"
"Islas Canarias","La Laguna","2019-2020","Hombres","PAU","Artes y Humanidades","8.04"
"Islas Canarias","La Laguna","2018-2019","Hombres","PAU","Artes y Humanidades","7.92"
"Islas Canarias","La Laguna","2017-2018","Hombres","PAU","Artes y Humanidades","7.98"
"Islas Canarias","La Laguna","2016-2017","Hombres","PAU","Artes y Humanidades","7.69"
"Islas Canarias","La Laguna","2015-2016","Hombres","PAU","Artes y Humanidades","7.86"
"Islas Canarias","La Laguna","2022-2023","Mujeres","PAU","Artes y Humanidades","9.36"
"Islas Canarias","La Laguna","2021-2022","Mujeres","PAU","Artes y Humanidades","9.35"
"Islas Canarias","La Laguna","2020-2021","Mujeres","PAU","Artes y Humanidades","9.45"
"Islas Canarias","La Laguna","2019-2020","Mujeres","PAU","Artes y Humanidades","8.88"
"Islas Canarias","La Laguna","2018-2019","Mujeres","PAU","Artes y Humanidades","8.6"
"Islas Canarias","La Laguna","2017-2018","Mujeres","PAU","Artes y Humanidades","8.61"
"Islas Canarias","La Laguna","2016-2017","Mujeres","PAU","Artes y Humanidades","8.67"
"Islas Canarias","La Laguna","2015-2016","Mujeres","PAU","Artes y Humanidades","8.5"
"Islas Canarias","La Laguna","2022-2023","Hombres","PAU","Ciencias de la Salud","11.44"
"Islas Canarias","La Laguna","2021-2022","Hombres","PAU","Ciencias de la Salud","11.66"
"Islas Canarias","La Laguna","2020-2021","Hombres","PAU","Ciencias de la Salud","11.5"
"Islas Canarias","La Laguna","2019-2020","Hombres","PAU","Ciencias de la Salud","10.81"
"Islas Canarias","La Laguna","2018-2019","Hombres","PAU","Ciencias de la Salud","10.89"
"Islas Canarias","La Laguna","2017-2018","Hombres","PAU","Ciencias de la Salud","10.86"
"Islas Canarias","La Laguna","2016-2017","Hombres","PAU","Ciencias de la Salud","10.59"
"Islas Canarias","La Laguna","2015-2016","Hombres","PAU","Ciencias de la Salud","10.74"
"Islas Canarias","La Laguna","2022-2023","Mujeres","PAU","Ciencias de la Salud","11.5"
"Islas Canarias","La Laguna","2021-2022","Mujeres","PAU","Ciencias de la Salud","11.71"
"Islas Canarias","La Laguna","2020-2021","Mujeres","PAU","Ciencias de la Salud","11.52"
"Islas Canarias","La Laguna","2019-2020","Mujeres","PAU","Ciencias de la Salud","10.69"
"Islas Canarias","La Laguna","2018-2019","Mujeres","PAU","Ciencias de la Salud","10.54"
"Islas Canarias","La Laguna","2017-2018","Mujeres","PAU","Ciencias de la Salud","10.57"
"Islas Canarias","La Laguna","2016-2017","Mujeres","PAU","Ciencias de la Salud","10.48"
"Islas Canarias","La Laguna","2015-2016","Mujeres","PAU","Ciencias de la Salud","10.75"
"Islas Canarias","La Laguna","2022-2023","Hombres","PAU","Ciencias","11.35"
"Islas Canarias","La Laguna","2021-2022","Hombres","PAU","Ciencias","11.65"
"Islas Canarias","La Laguna","2020-2021","Hombres","PAU","Ciencias","11.61"
"Islas Canarias","La Laguna","2019-2020","Hombres","PAU","Ciencias","10.05"
"Islas Canarias","La Laguna","2018-2019","Hombres","PAU","Ciencias","9.9"
"Islas Canarias","La Laguna","2017-2018","Hombres","PAU","Ciencias","9.86"
"Islas Canarias","La Laguna","2016-2017","Hombres","PAU","Ciencias","9.83"
"Islas Canarias","La Laguna","2015-2016","Hombres","PAU","Ciencias","9.46"
"Islas Canarias","La Laguna","2022-2023","Mujeres","PAU","Ciencias","11.1"
"Islas Canarias","La Laguna","2021-2022","Mujeres","PAU","Ciencias","11.94"
"Islas Canarias","La Laguna","2020-2021","Mujeres","PAU","Ciencias","11.46"
"Islas Canarias","La Laguna","2019-2020","Mujeres","PAU","Ciencias","10.2"
"Islas Canarias","La Laguna","2018-2019","Mujeres","PAU","Ciencias","10.28"
"Islas Canarias","La Laguna","2017-2018","Mujeres","PAU","Ciencias","10.07"
"Islas Canarias","La Laguna","2016-2017","Mujeres","PAU","Ciencias","10.05"
"Islas Canarias","La Laguna","2015-2016","Mujeres","PAU","Ciencias","10.06"
"Islas Canarias","La Laguna","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","8.38"
"Islas Canarias","La Laguna","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","7.86"
"Islas Canarias","La Laguna","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","7.51"
"Islas Canarias","La Laguna","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","7.7"
"Islas Canarias","La Laguna","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","7.56"
"Islas Canarias","La Laguna","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","7.68"
"Islas Canarias","La Laguna","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","7.61"
"Islas Canarias","La Laguna","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","7.41"
"Islas Canarias","La Laguna","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","8.51"
"Islas Canarias","La Laguna","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","8.28"
"Islas Canarias","La Laguna","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","7.91"
"Islas Canarias","La Laguna","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","7.98"
"Islas Canarias","La Laguna","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","7.94"
"Islas Canarias","La Laguna","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","7.96"
"Islas Canarias","La Laguna","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","7.88"
"Islas Canarias","La Laguna","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","7.94"
"Islas Canarias","La Laguna","2022-2023","Hombres","FP","Ingeniería y Arquitectura","7.21"
"Islas Canarias","La Laguna","2021-2022","Hombres","FP","Ingeniería y Arquitectura","7.21"
"Islas Canarias","La Laguna","2020-2021","Hombres","FP","Ingeniería y Arquitectura","7.33"
"Islas Canarias","La Laguna","2019-2020","Hombres","FP","Ingeniería y Arquitectura","7.16"
"Islas Canarias","La Laguna","2018-2019","Hombres","FP","Ingeniería y Arquitectura","7.35"
"Islas Canarias","La Laguna","2017-2018","Hombres","FP","Ingeniería y Arquitectura","7.53"
"Islas Canarias","La Laguna","2016-2017","Hombres","FP","Ingeniería y Arquitectura","7.29"
"Islas Canarias","La Laguna","2015-2016","Hombres","FP","Ingeniería y Arquitectura","7.3"
"Islas Canarias","La Laguna","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2015-2016","Mujeres","FP","Ingeniería y Arquitectura",NA
"Islas Canarias","La Laguna","2022-2023","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2018-2019","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2016-2017","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2017-2018","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Islas Canarias","La Laguna","2022-2023","Hombres","FP","Ciencias de la Salud","10.87"
"Islas Canarias","La Laguna","2021-2022","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","La Laguna","2020-2021","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","La Laguna","2019-2020","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","La Laguna","2018-2019","Hombres","FP","Ciencias de la Salud","10.32"
"Islas Canarias","La Laguna","2017-2018","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","La Laguna","2016-2017","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","La Laguna","2015-2016","Hombres","FP","Ciencias de la Salud",NA
"Islas Canarias","La Laguna","2022-2023","Mujeres","FP","Ciencias de la Salud","11.64"
"Islas Canarias","La Laguna","2021-2022","Mujeres","FP","Ciencias de la Salud","11.45"
"Islas Canarias","La Laguna","2020-2021","Mujeres","FP","Ciencias de la Salud","11.4"
"Islas Canarias","La Laguna","2019-2020","Mujeres","FP","Ciencias de la Salud","10.16"
"Islas Canarias","La Laguna","2018-2019","Mujeres","FP","Ciencias de la Salud","10.71"
"Islas Canarias","La Laguna","2017-2018","Mujeres","FP","Ciencias de la Salud","10.46"
"Islas Canarias","La Laguna","2016-2017","Mujeres","FP","Ciencias de la Salud","10.05"
"Islas Canarias","La Laguna","2015-2016","Mujeres","FP","Ciencias de la Salud","10.65"
"Islas Canarias","La Laguna","2022-2023","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2021-2022","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2020-2021","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2019-2020","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2018-2019","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2017-2018","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2016-2017","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2015-2016","Hombres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2022-2023","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2021-2022","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2020-2021","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2019-2020","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2018-2019","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2017-2018","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2016-2017","Mujeres","FP","Ciencias",NA
"Islas Canarias","La Laguna","2015-2016","Mujeres","FP","Ciencias",NA
"La Rioja","La Rioja","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","8.55"
"La Rioja","La Rioja","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","8.11"
"La Rioja","La Rioja","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","7.95"
"La Rioja","La Rioja","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","7.26"
"La Rioja","La Rioja","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","7.32"
"La Rioja","La Rioja","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","7.33"
"La Rioja","La Rioja","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","6.97"
"La Rioja","La Rioja","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","7.16"
"La Rioja","La Rioja","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.68"
"La Rioja","La Rioja","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.65"
"La Rioja","La Rioja","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.41"
"La Rioja","La Rioja","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.8"
"La Rioja","La Rioja","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.58"
"La Rioja","La Rioja","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.75"
"La Rioja","La Rioja","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.13"
"La Rioja","La Rioja","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","7.33"
"La Rioja","La Rioja","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","9.21"
"La Rioja","La Rioja","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","9.46"
"La Rioja","La Rioja","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","8.74"
"La Rioja","La Rioja","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","8.6"
"La Rioja","La Rioja","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","8.45"
"La Rioja","La Rioja","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","8.17"
"La Rioja","La Rioja","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","7.91"
"La Rioja","La Rioja","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","7.45"
"La Rioja","La Rioja","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","9.8"
"La Rioja","La Rioja","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","9.02"
"La Rioja","La Rioja","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","8.6"
"La Rioja","La Rioja","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","8.53"
"La Rioja","La Rioja","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","7.41"
"La Rioja","La Rioja","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","7.72"
"La Rioja","La Rioja","2022-2023","Hombres","PAU","Artes y Humanidades","8.89"
"La Rioja","La Rioja","2021-2022","Hombres","PAU","Artes y Humanidades","9.01"
"La Rioja","La Rioja","2020-2021","Hombres","PAU","Artes y Humanidades","8.42"
"La Rioja","La Rioja","2019-2020","Hombres","PAU","Artes y Humanidades","7.46"
"La Rioja","La Rioja","2018-2019","Hombres","PAU","Artes y Humanidades",NA
"La Rioja","La Rioja","2017-2018","Hombres","PAU","Artes y Humanidades",NA
"La Rioja","La Rioja","2016-2017","Hombres","PAU","Artes y Humanidades","7.67"
"La Rioja","La Rioja","2015-2016","Hombres","PAU","Artes y Humanidades",NA
"La Rioja","La Rioja","2022-2023","Mujeres","PAU","Artes y Humanidades","9.4"
"La Rioja","La Rioja","2021-2022","Mujeres","PAU","Artes y Humanidades","9.48"
"La Rioja","La Rioja","2020-2021","Mujeres","PAU","Artes y Humanidades","8.81"
"La Rioja","La Rioja","2019-2020","Mujeres","PAU","Artes y Humanidades","8.98"
"La Rioja","La Rioja","2018-2019","Mujeres","PAU","Artes y Humanidades","9.14"
"La Rioja","La Rioja","2017-2018","Mujeres","PAU","Artes y Humanidades","9.11"
"La Rioja","La Rioja","2016-2017","Mujeres","PAU","Artes y Humanidades","8.51"
"La Rioja","La Rioja","2015-2016","Mujeres","PAU","Artes y Humanidades","7.88"
"La Rioja","La Rioja","2022-2023","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2021-2022","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2020-2021","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2019-2020","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2018-2019","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2017-2018","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2016-2017","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2015-2016","Hombres","PAU","Ciencias de la Salud",NA
"La Rioja","La Rioja","2022-2023","Mujeres","PAU","Ciencias de la Salud","12.13"
"La Rioja","La Rioja","2021-2022","Mujeres","PAU","Ciencias de la Salud","12.1"
"La Rioja","La Rioja","2020-2021","Mujeres","PAU","Ciencias de la Salud","11.77"
"La Rioja","La Rioja","2019-2020","Mujeres","PAU","Ciencias de la Salud","10.85"
"La Rioja","La Rioja","2018-2019","Mujeres","PAU","Ciencias de la Salud","10.63"
"La Rioja","La Rioja","2017-2018","Mujeres","PAU","Ciencias de la Salud","10.44"
"La Rioja","La Rioja","2016-2017","Mujeres","PAU","Ciencias de la Salud","10.03"
"La Rioja","La Rioja","2015-2016","Mujeres","PAU","Ciencias de la Salud","10.05"
"La Rioja","La Rioja","2022-2023","Hombres","PAU","Ciencias","10.15"
"La Rioja","La Rioja","2021-2022","Hombres","PAU","Ciencias","10.37"
"La Rioja","La Rioja","2020-2021","Hombres","PAU","Ciencias","10.64"
"La Rioja","La Rioja","2019-2020","Hombres","PAU","Ciencias","10.05"
"La Rioja","La Rioja","2018-2019","Hombres","PAU","Ciencias","9.28"
"La Rioja","La Rioja","2017-2018","Hombres","PAU","Ciencias","9.38"
"La Rioja","La Rioja","2016-2017","Hombres","PAU","Ciencias","9.07"
"La Rioja","La Rioja","2015-2016","Hombres","PAU","Ciencias","8.41"
"La Rioja","La Rioja","2022-2023","Mujeres","PAU","Ciencias","10.21"
"La Rioja","La Rioja","2021-2022","Mujeres","PAU","Ciencias","9.9"
"La Rioja","La Rioja","2020-2021","Mujeres","PAU","Ciencias","9.77"
"La Rioja","La Rioja","2019-2020","Mujeres","PAU","Ciencias","8.85"
"La Rioja","La Rioja","2018-2019","Mujeres","PAU","Ciencias","9.12"
"La Rioja","La Rioja","2017-2018","Mujeres","PAU","Ciencias","9.1"
"La Rioja","La Rioja","2016-2017","Mujeres","PAU","Ciencias","8.9"
"La Rioja","La Rioja","2015-2016","Mujeres","PAU","Ciencias","8.26"
"La Rioja","La Rioja","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","7.48"
"La Rioja","La Rioja","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","7.06"
"La Rioja","La Rioja","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas",NA
"La Rioja","La Rioja","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","6.74"
"La Rioja","La Rioja","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas",NA
"La Rioja","La Rioja","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas",NA
"La Rioja","La Rioja","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas",NA
"La Rioja","La Rioja","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","6.66"
"La Rioja","La Rioja","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","7.65"
"La Rioja","La Rioja","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","7.59"
"La Rioja","La Rioja","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","7.45"
"La Rioja","La Rioja","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","7.4"
"La Rioja","La Rioja","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","7.24"
"La Rioja","La Rioja","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","7.13"
"La Rioja","La Rioja","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","7.03"
"La Rioja","La Rioja","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","7.15"
"La Rioja","La Rioja","2022-2023","Hombres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2021-2022","Hombres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2020-2021","Hombres","FP","Ingeniería y Arquitectura",NA
"La Rioja","La Rioja","2019-2020","Hombres","FP","Ingeniería y Arquitectura",NA
